timestamp,demand2019,demand2030,pv_cf,wind_cf
2019-01-15 06:00:00,553.3773095,821.960350432939,0.0,0.969
2019-01-15 07:00:00,619.7725235,920.5806451750927,0.001,0.984
2019-01-15 08:00:00,680.9300225,1011.4210870339435,0.042,0.989
2019-01-15 09:00:00,702.3463320000001,1043.2318551290534,0.179,0.989
2019-01-15 10:00:00,703.31828875,1044.6755534829983,0.468,0.976
2019-01-15 11:00:00,710.1594585,1054.8371018308371,0.582,0.957
2019-01-15 12:00:00,686.3293075,1019.4409283149265,0.605,0.933
2019-01-15 13:00:00,693.49433025,1030.0835125144326,0.562,0.919
2019-01-15 14:00:00,712.50537275,1058.3216113434478,0.423,0.921
2019-01-15 15:00:00,734.3241675,1090.7302118965472,0.193,0.941
2019-01-15 16:00:00,752.6281325,1117.9180514183847,0.007,0.966
2019-01-15 17:00:00,812.6789005,1207.1146076589098,0.0,0.977
2019-01-15 18:00:00,823.53962025,1223.2466045052024,0.0,0.981
2019-01-15 19:00:00,807.0188705,1198.7074681495856,0.0,0.981
2019-01-15 20:00:00,776.05343625,1152.7128840737848,0.0,0.979
2019-01-15 21:00:00,721.80249,1072.1311073629556,0.0,0.975
2019-01-15 22:00:00,642.2278275,953.9346863113207,0.0,0.973
2019-01-15 23:00:00,566.64626575,841.6694272994695,0.0,0.981
2019-01-16 00:00:00,489.49972,727.0796154464037,0.0,0.986
2019-01-16 01:00:00,439.5935045,652.9512952624302,0.0,0.989
2019-01-16 02:00:00,414.82558975,616.1622120493912,0.0,0.99
2019-01-16 03:00:00,402.87121875,598.4057576236693,0.0,0.99
2019-01-16 04:00:00,411.2320185,610.8244921370504,0.0,0.991
2019-01-16 05:00:00,457.96487824999997,680.2392605372054,0.0,0.988
2019-01-16 06:00:00,550.36185775,817.481341744666,0.0,0.973
2019-01-16 07:00:00,612.2140805,909.3536932376869,0.054,0.962
2019-01-16 08:00:00,650.85926725,966.7554166156788,0.216,0.956
2019-01-16 09:00:00,661.52355275,982.5956393646329,0.285,0.93
2019-01-16 10:00:00,678.9519252499999,1008.4829154087471,0.289,0.89
2019-01-16 11:00:00,696.316116,1034.2748589323267,0.262,0.812
2019-01-16 12:00:00,726.882196,1079.6762611887038,0.247,0.658
2019-01-16 13:00:00,751.22007675,1115.8265923400484,0.189,0.556
2019-01-16 14:00:00,768.9728317500001,1142.1956907299602,0.108,0.582
2019-01-16 15:00:00,760.9993509999999,1130.3522614477547,0.044,0.64
2019-01-16 16:00:00,768.746794,1141.8599450009403,0.0,0.696
2019-01-16 17:00:00,839.69718475,1247.2462827546824,0.0,0.744
2019-01-16 18:00:00,864.006848,1283.3547009728613,0.0,0.783
2019-01-16 19:00:00,854.909055,1269.8412717193146,0.0,0.827
2019-01-16 20:00:00,815.492746,1211.294160006898,0.0,0.851
2019-01-16 21:00:00,767.8473795,1140.5239974568092,0.0,0.856
2019-01-16 22:00:00,687.04859175,1020.5093189482993,0.0,0.86
2019-01-16 23:00:00,603.957594,897.0899006672673,0.0,0.863
2019-01-17 00:00:00,519.1081815,771.0586167038092,0.0,0.882
2019-01-17 01:00:00,466.08054425,692.2938850309057,0.0,0.894
2019-01-17 02:00:00,439.68463675,653.086658774558,0.0,0.884
2019-01-17 03:00:00,427.08047925,634.365042369699,0.0,0.859
2019-01-17 04:00:00,436.7607195,648.7436110814416,0.0,0.829
2019-01-17 05:00:00,491.6121435,730.217308898077,0.0,0.795
2019-01-17 06:00:00,592.77501325,880.4798267914165,0.0,0.762
2019-01-17 07:00:00,642.6527005,954.5657724689462,0.24,0.704
2019-01-17 08:00:00,682.460289,1013.6940721509739,0.463,0.642
